x,y,z,PopName
9.598217284,11.72819783,11.38206383,B
8.937548896000001,8.653749787999999,11.10731412,B
9.632931976,9.657277729,9.115804302,B
9.77039316,12.4780379,11.45108236,B
30.42669903,31.29092932,28.90120361,A
30.78949684,30.06990894,30.76714486,A
29.62345328,27.52478198,30.1013478,A
29.2113438,30.13453467,29.49952472,A
10.07859238,9.507094778999999,10.58841864,B
11.62982144,11.35423092,10.37314873,B
30.46610014,31.68886547,30.39595663,A
10.23551819,10.4853148,9.892777905,B
8.394792721,10.770199400000001,8.440451377999999,B
8.420915104,10.815901,9.933510677000001,B
11.17144616,11.80875058,9.126048436,B
28.88131756,30.34610528,28.21821948,A
11.51124172,10.36775258,10.67326609,B
30.32120095,31.41083407,30.07552364,A
10.45261285,11.51381877,10.9525973,B
10.159234699999999,11.22268893,10.07535879,B
10.62006533,11.07692629,11.40518306,B
29.99703654,29.13684967,29.59133233,A
30.11777816,29.85208419,29.74504134,A
30.02456271,32.49286132,30.35197799,A
10.30388463,10.26915814,8.75582163,B
9.312749156,11.91676112,9.363164877,B
29.3486588,30.06801969,31.11929599,A
30.03687516,31.66845757,31.05922824,A
29.77685761,29.59338272,29.76526041,A
10.38005211,9.166033048,8.951813416,B
10.46038282,10.42777623,8.495769629,B
10.89628654,11.10661515,8.112795421,B
10.61896738,10.29829645,12.18410153,B
8.820317546,11.40950766,10.87114258,B
10.54387417,9.881886946,9.485064477,B
8.899224666,9.808317359,11.0671898,B
8.33454495,7.626771881,9.126345939,B
28.37209437,29.03940797,30.46625460000001,A
7.928787445,10.53760555,9.217437041,B
30.55095264,30.51162496,28.74442505,A
28.86705953,30.47227549,29.43594702,A
9.641067192000001,10.45596592,13.31946424,B
31.22795055,29.60593872,32.57221772,A
30.70165398,29.14272644,31.23959178,A
30.56359484,30.69315308,30.94419065,A
11.47738226,9.922504302,9.261544182,B
10.63319269,10.88731294,8.31497419,B
11.38941156,11.73721701,10.16933912,B
9.627602351,10.65572832,10.52563758,B
9.489040364,10.68682277,9.828374153,B
11.74888297,9.143250518,10.00487124,B
29.27476212,30.27298924,30.86785594,A
9.270666029,9.87468227,10.43644102,B
8.60959798,9.993448433,9.477090188,B
29.27640675,29.58037031,28.81297312,A
30.59862145,29.29569517,30.19289629,A
31.56997725,29.70285306,29.96628152,A
10.81711726,11.35006404,10.69777011,B
8.797307324,9.970228338,10.26821793,B
10.50903414,9.955725691,8.169401842000001,B
11.50115773,9.984554142,10.75353173,B
30.24033887,31.67188073,28.91764738,A
9.083640747,9.28523241,9.534236872000001,B
11.56446304,10.53302321,10.22991052,B
29.15297811,28.297342699999998,27.79499236,A
10.37569459,9.008572293,10.13713519,B
8.8008936,9.469784291,8.027443988,B
10.37836032,11.29422173,9.296349527,B
29.64203466,30.81645178,28.00903541,A
9.801275326,11.74855985,10.62368102,B
29.03005414,28.21591855,29.47765285,A
28.94287877,28.78558744,30.44081489,A
32.22724773,31.71451079,29.54191781,A
30.38695026,28.70873525,30.26424058,A
28.78443093,31.06117009,29.89484382,A
9.301358302999999,10.76948087,9.837558796,B
9.452051513999999,11.40348028,8.768474456,B
8.809842779,8.707427186,9.031821684,B
9.064862429,9.288337396000001,10.15719554,B
8.440877491,9.4817975,10.30480139,B
10.05195052,9.938974435,9.218312694,B
10.13724345,11.39173187,8.910118489,B
9.02566255,9.889646431000001,10.54467415,B
31.3120299,28.52765392,29.0680163,A
10.92966245,10.9983994,9.647533102,B
7.643842694,10.32305763,8.882456429,B
31.9474235,31.96448467,30.33987695,A
30.18142911,29.05811048,30.39968193,A
29.10996194,30.28506998,29.60348936,A
10.33029618,11.61884377,11.15911044,B
29.83570418,29.45824882,30.21539756,A
11.09449431,10.46170791,11.53453527,B
29.80014401,29.925523499999997,30.34565652,A
12.03328177,8.896112336,10.97624735,B
31.51567197,30.83211264,30.17764857,A
28.66448504,29.64617776,29.47400934,A
9.301370552,9.277961434,10.6091382,B
10.361184100000001,10.10618208,8.739643062,B
10.25799976,10.34727309,9.543886869,B
27.55083327,29.23935847,30.07670536,A
10.02970033,11.874595699999999,12.54347155,B
9.212335448,9.839145293,11.17857748,B
12.30895022,9.205514006,10.54379341,B
29.39338505,28.82748892,30.83122192,A
8.981667085,10.52507934,8.854156793,B
9.614348861,9.839767194,9.748031398,B
10.05922432,10.56582413,9.719483861,B
9.454760781000001,9.939728671000001,9.56450242,B
9.588352396,10.316246699999999,9.442815253,B
30.78486609,29.01944116,28.73648752,A
8.147323852000001,10.32379653,11.36074883,B
10.39146665,8.967302023,8.531481395,B
10.78041523,8.846272991000001,9.476019276,B
29.54725292,29.56663373,30.67491823,A
11.14862563,9.205681372,8.703826221,B
9.763698881,9.228390187,10.91415053,B
30.93467828,28.29815092,29.68442165,A
10.38495039,10.64051504,10.07463038,B
29.09048286,30.83301234,31.07015009,A
10.18473895,10.25779512,9.772460688999999,B
10.60670077,11.21607248,10.15759945,B
9.608941222999999,10.11477036,10.00228589,B
10.61665173,8.995801196,11.41372656,B
10.30883971,9.480322057999999,8.458819971,B
10.68457481,8.789026702000001,10.42475026,B
30.31038191,30.35442648,30.84122168,A
10.95269464,9.722881505,9.016840673999999,B
30.27936417,29.53655896,28.38098837,A
30.94655374,29.478738699999997,29.68050074,A
9.915315903,11.00743213,10.69318953,B
11.17648908,10.47910352,10.18783803,B
10.30886716,9.540752221,9.559613486,B
31.51208424,29.02214317,29.065530699999997,A
9.508374925,9.866536905,10.522762599999998,B
8.369789139,10.05502279,10.65529538,B
10.42392328,9.96022764,8.510539904,B
8.676224467,9.922410175,9.686761617,B
11.09096002,9.880297288,9.073025493,B
31.22950127,31.53301403,29.10332086,A
9.8692755,10.18123721,10.23979408,B
11.50166201,10.29226738,10.27292668,B
28.30701046,28.4868706,30.47192488,A
10.24300974,10.04765549,10.18120214,B
9.478079822,9.79891948,9.479092476,B
10.77414859,10.31955347,9.00793577,B
30.650368100000005,30.37019183,30.50173629,A
30.76836114,28.64986283,30.12286441,A
10.19878579,11.67445061,10.59395125,B
10.35619586,8.051159928999999,9.973420788,B
10.75170405,8.295455437000001,10.75071359,B
9.505521098,10.24910029,11.3790309,B
8.432318039,10.9436415,9.607877037,B
29.40166621,32.08723604,30.60772266,A
9.712029649,9.925986054,10.60531704,B
28.1048335,29.28486715,30.13561748,A
11.0475258,7.107979847999999,10.97115171,B
30.61350187,30.5247971,29.48069741,A
31.37304431,29.04620957,30.21776224,A
8.234746465,8.646034984,11.33323987,B
30.65892008,31.46739079,29.41932387,A
8.604764216,10.40868073,11.55056813,B
11.36953404,9.122852974,9.366472255,B
10.56564704,10.31378866,7.912252556,B
28.925571299999998,28.97504902,29.91265245,A
8.058818871,8.896541607,10.3564358,B
10.40695001,9.999252471,9.885096281000001,B
10.00020117,10.61546409,9.721894045,B
11.20677839,11.56993007,11.07188255,B
9.670801651,9.485884814,9.519972537000001,B
10.65693829,10.34768615,9.088563529,B
8.692036217,9.226725366,9.928649393999999,B
30.589204700000003,30.88738788,30.07133072,A
8.566850103,10.42337196,11.42563757,B
10.38935801,10.2773635,9.989367292999999,B
9.215158352000001,9.05000535,10.14498692,B
13.10427277,12.22947472,10.82463166,B
30.59853228,30.6941847,31.18467935,A
8.597687800000001,8.618604615,8.799378703,B
9.582713419,10.2233645,9.043568815,B
31.55765013,28.86188323,29.36674891,A
11.37771766,9.788969501,8.74814231,B
9.376268384,8.430392987000001,9.455455658,B
8.980753522,10.26008512,9.763501928,B
8.831235569,10.21594167,8.037930376,B
10.68543357,8.834370965,11.04166122,B
8.905242134,8.76601525,10.62411706,B
10.67091906,9.650569564,10.53804176,B
10.57847247,10.56556652,7.463496632999999,B
10.80602437,11.58623131,11.39306081,B
11.02386665,8.327181987000001,8.785927786,B
28.5027727,29.70820814,29.03884524,A
11.84833971,9.974770913,9.152854824,B
9.735357379,7.6476489060000015,10.56628374,B
9.094227635,10.80898019,9.412321341,B
8.910087345,11.21929023,10.759805400000001,B
30.701158000000003,29.88426886,30.31807775,A
11.82219888,11.424278900000001,10.63054025,B
29.55376427,28.22131534,28.79550486,A
9.366138474,7.4233554160000015,10.26449491,B
10.32324518,10.00437257,9.872834454,B
12.00661468,9.053857035,9.841759346,B
10.52333875,9.646088218,10.34119827,B
9.957868711,9.528005477999999,9.062926569,B
11.38653468,11.38093937,9.568758901,B
28.49412119,31.1152785,29.58663186,A
