x,y,z,PopName
33.85085667,30.65389138,29.25788436,A
10.42981771,13.88027272,10.87898452,B
10.00924718,10.32712683,10.99423684,B
9.751577707000001,8.55527674,8.914871607,B
10.456213,10.972775599999999,10.01144076,B
29.50124044,30.11030095,28.22788847,A
25.3533354,31.03504672,29.08146668,A
32.89231806,28.71009911,31.66422846,A
9.537694496,10.10951372,10.93630539,B
8.138237275,10.08671734,9.505839117,B
35.55291167,32.07004504,30.67062025,A
10.09092782,10.20382844,10.13128478,B
10.76395663,10.06031083,11.00909794,B
12.38954318,7.938742187000001,10.84302412,B
11.28620205,10.19014295,11.70180388,B
9.24837867,10.20710783,12.53436815,B
10.28415051,10.46164098,9.427476982,B
11.46400142,10.25774042,10.87194695,B
13.00797284,10.69325766,9.63910134,B
9.611850698,13.09822272,10.25649261,B
13.027761300000002,9.707771487,10.39764769,B
11.40989489,11.48907647,9.639244647,B
9.852709495,10.75823315,11.85444373,B
9.254055762,12.9251054,10.35552639,B
11.11264543,10.81136476,9.738060123,B
10.98380432,9.57591674,10.28116782,B
28.90027003,29.97149064,28.53158524,A
12.35558543,10.09994454,10.31668092,B
11.40733757,11.03081134,12.29905757,B
9.801281756,9.741167177000001,10.86877357,B
10.29323854,10.19310468,10.22305149,B
9.974064087999999,11.13405675,7.604933736,B
10.56273159,13.44820823,8.483004054,B
13.13845983,10.085288,10.95124524,B
11.43292706,9.893582074,7.8582407970000006,B
10.85195349,10.53053024,13.25910344,B
10.08587819,11.44453444,9.947756625,B
8.925921958,9.444053198999999,9.635830293,B
27.34020303,30.35820084,28.96417725,A
8.399767383,10.44397444,9.026355792999999,B
11.26686164,10.60288672,11.23764615,B
26.42205254,29.35993174,31.20548585,A
29.43811935,29.63424382,28.49490349,A
11.26676623,12.66549974,10.14571516,B
10.46829376,8.979522878,10.13444688,B
10.28026377,11.49276097,11.09187489,B
11.49752457,11.92941932,10.84248228,B
9.615039899,9.36261973,11.26342678,B
9.210628949,9.133679167999999,11.16974125,B
36.43318413,31.29942358,31.45842351,A
12.60011334,10.84977257,10.85877836,B
13.11731165,10.16340013,9.418421983,B
12.28542786,10.21335698,10.50509127,B
10.0638657,11.26391352,12.28920096,B
11.31541445,9.419162456,9.63177755,B
10.43064334,11.2591735,10.58711457,B
9.50408018,10.82968447,10.51029263,B
12.88646349,10.36489451,11.96703671,B
32.07423028,29.12456596,30.50388038,A
29.88026799,30.26311998,29.48740785,A
11.01388035,9.358369657,7.938834614,B
34.43055238,16.57094593,27.23110477,Noise
11.42132711,12.24072091,9.20297509,B
10.36825118,9.135241461,9.718227993,B
10.33403099,8.071728876,10.20082687,B
10.27385672,7.4495635170000005,10.42527903,B
8.89954768,10.12523362,9.298364807999999,B
10.90616685,12.61133462,10.1931886,B
10.75957585,9.908934108,10.22708471,B
30.15483515,29.99851626,31.53271387,A
11.19373251,9.818535478,13.3332704,B
10.42995755,11.63897305,8.287623334,B
30.74496529,28.74897038,29.49116092,A
11.25499161,10.67885184,10.39462991,B
31.38163567,29.40569579,29.04169942,A
10.031332800000001,10.99994353,8.614170109,B
11.730013699999999,11.51802197,8.463218096,B
11.29299085,11.3120353,9.036356095,B
31.53026273,31.1613947,32.89266454,A
29.95966575,30.11142956,28.76174612,A
10.36456571,9.574444866,12.23720896,B
9.500569973,10.25468605,9.744522946,B
33.1383159,30.5764839,30.67076584,A
10.89125712,8.996681564,10.789286500000001,B
9.272555549,10.25885027,10.97280404,B
11.24357104,12.2185865,10.95620107,B
13.143335500000001,10.49890587,10.65207168,B
8.899433409,9.703372355,9.966972724,B
7.946409352000001,10.67513026,10.48013673,B
12.28198976,11.39904366,10.37971612,B
10.63721853,11.40308271,10.30755594,B
13.14103587,10.47112965,12.08109214,B
10.30218345,10.2839601,10.60910709,B
12.51488115,10.12954012,11.86179387,B
12.17533098,9.512556981,10.90175869,B
9.361042946,10.99829509,9.479351043,B
33.60700774,30.21226855,29.41044422,A
31.30231416,28.27249649,30.85521009,A
8.836745505,10.11463899,10.15877804,B
30.75320779,30.93664084,29.19310184,A
8.365986354,11.27775685,8.152169564,B
11.63629598,7.984551397000001,12.395990199999998,B
10.74044196,11.17854569,11.13798242,B
12.197756199999999,10.23836944,9.569934346,B
9.481837463,11.18612055,9.916023804,B
30.94612752,30.89480232,31.911315500000004,A
8.710518802000001,9.984710968,10.13832036,B
9.958164774,13.82917305,8.66532201,B
12.61690334,10.16895018,10.55837364,B
11.51221188,10.86581932,12.68269771,B
10.10395863,10.32640955,12.98236613,B
9.756951358,8.888884315,11.57282307,B
10.42402552,11.72972809,9.390512885,B
11.76066136,9.704444352000001,9.40517306,B
12.56824665,11.60059896,11.56978668,B
8.573208648,10.70975018,10.8028673,B
9.841981305,11.19921503,11.74585127,B
8.340720902000001,9.67351911,10.213833900000001,B
10.29008742,10.52104343,9.822452162000001,B
9.758197333,11.34507742,10.3550991,B
8.523355954,9.598150759,10.59847454,B
12.25635321,10.66365231,9.539346084,B
8.908952767,10.62400933,10.2559972,B
9.82862587,9.586649975,10.40368902,B
11.20706748,9.077270265,9.962322106,B
32.47962888,30.82712248,30.49535361,A
9.249961488,11.08450495,10.69038397,B
12.78033615,10.17830649,8.480741988,B
29.25199324,30.19593714,30.20299466,A
10.18299274,13.14431826,9.953332185,B
25.38250465,30.292086600000005,31.70719558,A
18.17740785,24.66318954,32.85514696,Noise
26.29590068,29.30400137,30.14442752,A
30.21308236,31.08979856,28.42496625,A
31.94380073,30.51221713,30.82212028,A
10.92100064,11.48707048,10.06177279,B
10.14985271,11.16895636,10.32355181,B
10.56222424,9.159895967999999,11.46914445,B
29.58078665,7.920359931,16.66423095,Noise
8.311412399,10.01086456,12.67936088,B
11.25544015,10.33289063,10.0492913,B
8.460949364,8.75617705,8.487684348,B
11.45216282,9.641872357999999,11.10144363,B
8.826856408,11.66531053,11.84188136,B
10.68429803,10.07208027,12.44713875,B
10.32910639,10.16770109,12.23483762,B
10.05635317,10.46125441,9.37415375,B
8.299483898,9.223087498,11.11441215,B
26.90515377,30.13584361,29.518686300000002,A
33.67825171,30.45137761,29.00957641,A
30.54956295,30.86677788,29.2511386,A
10.30749441,10.58598739,10.1561356,B
13.58176274,9.148423173,9.547039416,B
11.06290728,10.43776617,10.65394203,B
32.22629231,30.77682262,29.67218451,A
10.61626633,12.28082426,10.63361719,B
8.609943614,9.960830544,10.30795604,B
11.08836376,9.99441035,12.54879728,B
9.690834736000001,10.42176666,13.74376219,B
9.161314196000001,10.717629800000001,11.01201455,B
12.29084643,8.652714902,11.04652057,B
8.114534178,10.17430167,11.03344944,B
10.55359098,11.51640245,11.56502466,B
10.51461559,10.73178587,9.262059648,B
37.01742114,9.997231372,26.91050763,Noise
30.91913753,30.54545208,31.28250518,A
27.54625095,30.14946808,29.82667689,A
31.24223055,28.96830761,28.93383838,A
